grower_code,grower_name,father_name,village,phone,bank_account,ifsc,land_acres,cane_variety
L001367,PARSRAM K, Prakash Mishra ,DEVNAGAR,,121211579091,BARB0NARSIN,17.18,CO-86032
L001020,KAILASH  PATHAK,,BANDOL,,484495003249,,11.45,CO-98014
L001411,BRIJMOHAN  KIRAR,GANES DUBEI,BELKHEDA,9125675201,871798495648,MAHB0001204,6.23,CO-98014
L001209,Nandkishore Parihar,SURESH  YADAV,BELKHERA,9955427847,298290817565,BARB0NARSIN,16.03,COJN-86-141
L001185,GIRDHARI KIRAR,SANTOSH THAKUR,CHINKI,9644207562,794118647361,MAHB0001204,6.65,CO-05011
L001143,YADAV DINESH,AMARSINGH DUBEY,KARHAIYA,9192565183,787848723288,BARB0NARSIN,1.99,CO-98014
L001037,BRIJMOHAN IADAV, Yadav  Ganesh ,KESLI,9556356956,8058 2536 0518,BARB0NARSIN,3.78,COJN-86-141
L001111,PHOOLCHAND  VISHWAKARMA,BABULAL AHIRWAR,BACHAI KALAN,+919761499054,8396 9067 8929,MAHB0001204,13.34,COJN-86-141
L001413,KANHAIYA TIWARI,THAKUR MADANLAL,BHALPANEE,09439039427,204343534079,BARB0NARSIN,3.36,CO-86032
L001113,JAGDISH VISHWAKARMA,AMARSINGH YADAV,BARKHEDA (SINGHPUR),96710 65339,657852614644,BARB0NARSIN,13.44,CO-86032
L001165,PHOOLCHAND DUBEY,PARSRAM THAKUR,BELKHEDA,9660165699,084819356076,CNRB0003398,11.33,CO-86032
L001312,SURESH KIRAR, Sitaram Dubey ,PIPARIA,9061047299,777562287243,BARB0NARSIN,11.33,CO-86032
L001472,LAKHAN KIRAR,LAKHAN THAKUR,DEVNAGAR,9646593428,,PUNB0223400,9.41,COJN-86-141
L001309,KAILASH KUSHWAHA,MADANLAL MISHRA,MEHAGAON,9850370599,0943 9816 3718,SBIN0004512,12.36,CO-05011
L001400, DEVILAL AHIRWAR ,SHIVKUMAR SAHU,KHAMARIYA,+919436973792,1010 7783 9461,PUNB0223400,3.96,COJN-86-141
L001086,Premlal Jat,DINESH BHARGAVA,PIPARIA,907-118-6257,238563332659,UBIN0812345,8.13,COJN-86-141
L001074,Sohan Sahu,NARAYAN PATEL,BELKHERA,+919680538550,3518 2105 6551,,9.90,CO-98014
L001389,OMPRAKAS IADAV,Amarsingh Lodhi,BHALPANEE,9558160847,498917343491,BARB0NARSIN,0.55,CO-86032
L001101,PARIHAR GIRDHARI,MADANLAL VISHWAKARMA,CHORAKHERA,9759257782,,SBIN0004512,16.35,CO-05011
L001073,PREMLAL KUSHWAHA,MUKESH KIRAR,CHORAKHEDA,9851131154,,UBIN0812345,1.26,CO-05011
L001450,GANESH PATHAK, MADANLAL KOURAV ,DEVNAGAR,9442214456,229744818673,BARB0NARSIN,4.95,CO-05011
L001259,Sitaram Lodhi,Chhotelal Kourav,KHAMRIYA,9652973368,,,14.09,CO-05011
L001392,NARAYAN P,GOVIND PARIHAR,KESALI,,420101693344,,12.85,CO-0238
L001065,GOVIND VISHWAKARMA,BALKISHAN AHIRWAR,PIPARIYA,9783790665,6613 5964 0479,BARB0NARSIN,0.79,CO-0238
L001230,NARAYAN  KUSHWAHA,Dinesh  Rajput,BARKHEDA (SINGHPUR),,007210605329,UBIN0812345,2.33,COJN-86-141
L001378,Parsram Tiwari,BRIJMOHAN DUBEY,KARHAIYA KHEDA,94489 89894,217649035829,MAHB0001204,13.82,CO-98014
L001352,HARIRAM SAHU, MUKESH BHARGAVA ,DEONAGAR,9383745552,865371073117,BARB0NARSIN,8.60,CO-05011
L001368,Babulal Kushwaha,MUKESH  LODHI,BHALPANI,9998928917,775597955889,,10.72,CO-0238
L001489,Narayan Sen,Raghuveer  Sahu,DEONAGAR,9767527457,,SBIN0004512,10.69,CO-98014
L001177,RADHESHYAM BHARGAVA,,BACHHAI,09191948517,617413534661,MAHB0001204,1.21,CO-86032
L001393,MADANLAL CHOUDHARY,SOHAN DUBEI,BARKHERA,9892177356,2718 2508 6842,UBIN0812345,17.09,CO-98014
L001152,Tulsiram Kourav,DEVILAL SAHU,BHALPANI,9218032508,5447 1338 0947,SBIN0004512,10.38,CO-86032
L001062,BALKISHAN RAJPUT,Phoolchand  Sahu,BARKHERA,9394099105,,SBIN0004512,3.63,COJN-86-141
L001470,Tulsiram Bhargava,SURESH CHOUDHARY,GADARIYAKHEDA,,3482 4808 5421,SBIN0004512,8.10,CO-0238
L001097,JAGDISH JAT,SURESH MISHRA,CHINKI,9692084417,587388684460,PUNB0223400,14.82,CO-98014
L001446,Nandkishore Gour,Narayan Pathak,CHINKI,09830538110,751489588610,BARB0NARSIN,11.87,CO-98014
L001382,JAGDISH PATEL,DINESH SAHU,PIPARIYA,95596 04244,762446958627,BARB0NARSIN,9.88,COJN-86-141
L001398,NARAYAN  PARIHAR,CHOUDHARY BHAGWAN,PIPPARIYA,9295761817,040966766014,BARB0NARSIN,0.65,CO-05011
L001040,GIRDHARI PARIHAR,PREMLAL  JAT,DUDWARA,9866750957,018316586892,,15.90,CO-98014
L001031,MUKESH PATHAK,Mohan  Kourav,BACHAI KALAN,99279 05597,722152676749,SBIN0004512,6.34,COJN-86-141
L001467,Bhagwan Patel,PARSRAM B,MEHAGAON,9981314063,753372790316,CNRB0003398,9.32,CO-86032
L001112,DEVILAL TIWARI,SURES JAT,SIGHODI,09470120681,5512 6248 0917,BARB0NARSIN,9.38,CO-86032
L001028, PRAKASH KIRAR ,PRAKASH  SAHU,MEHAGAON,9632778077,,BARB0NARSIN,9.21,COJN-86-141
L001039,BRIJMOHAN KUSHWAHA,PHOOLCHAND SAHU,PIPPARIYA,9261068917,692649916774,PUNB0223400,13.15,COJN-86-141
L001275,TULSIRAM  CHOUDHARI,RADHESHYAM CHOUDHARY,DEVNAGAR (GOTEGAON),+919944342776,614460016112,BARB0NARSIN,6.32,COJN-86-141
L001319,Rajesh Kushwaha, KANHAIYA P ,GORAKPUR,92742 69400,265909704376,UBIN0812345,10.86,CO-86032
L001266, KANHAIYA L ,SAMPATLAL S,JALAPUR,9945481349,673582288666,UBIN0812345,6.47,CO-98014
L001054,MADANLAL PATHAK,LAKHAN PATHAK,KHAMARIYA,9304046335,356447392742,,14.90,COJN-86-141
L001491,GANESH PATEL,Girdhari Dubey,BANDOL,9865119667,863756950530,MAHB0001204,0.81,CO-05011
L001131,BHAGWAN KIRAR,Amarsingh Patel,BHALPANI,,617114061883,SBIN0004512,7.43,CO-86032
L001141,TULSIRAM  KUSWAHA,Madanlal Dubey,SIGHODI,,986571528278,MAHB0001204,6.21,COJN-86-141
L001471,KOURAV MADANLAL,PREMLAL  PATHAK,CHINKI,9245972918,,SBIN0004512,11.28,COJN-86-141
L001104,TULSIRAM BHARGAVA,Suresh Vishwakarma,GORAKPUR,9350566863,,UBIN0812345,14.99,CO-98014
L001297,TULSIRAM KOURAV,BHARGAVA RAGHUVEER,CHINKI,9725881104,785544428664,PUNB0223400,0.67,CO-98014
L001308,OMPRAKASH JAT,RAJESH THAKUR,GADARIYA,+919422134319,444767459704,PUNB0223400,1.19,CO-0238
L001127,DEWILAL YADAW, RAMESH  JAT ,PIPARIYA,964-869-4927,774601795280,UBIN0812345,15.44,CO-98014
L001276,DEWILAL KIRAR,PRAKASH MISHRA,KARHAIA,9043588936,898855562839,CNRB0003398,10.80,CO-98014
L001181,Sampatlal Mishra,BABULAL BHARGAVA,PIPPARIYA,9355427078,883486316655,,16.69,CO-05011
L001213,BHAGWAN SEN,SITARAM DUBEY,DEVNAGAR,9415044300,026944676988,CNRB0003398,12.52,CO-86032
L001250, GOVIND VISHWAKARMA ,BABULAL PARIHAR,SIGODHI,9946331256,703004043018,SBIN0004512,17.95,CO-05011
L001176, MOHAN GOUR ,GANESH DUBEY,KHAMARIA,,264867661524,BARB0NARSIN,12.22,CO-98014
L001351,PREMLAL GOUR, RAGHUVEER AHIRWAR ,PIPARIYA,937-159-5023,586983710005,BARB0NARSIN,14.75,COJN-86-141
L912792,SANTOSH SEN,SANTOS SAHU,CHORAKHERA,936-700-6638,,UBIN0812345,13.61,CO-98014
L001029,TIWARI DEVILAL,NANDKISHORE PATHAK,DUDWARA,+919584853715,354291068689,SBIN0004512,1.37,COJN-86-141
L001463,JAT NARAYAN,Sitaram Parihar,KESALI,,920151488445,UBIN0812345,4.65,CO-05011
