grower_code,grower_name,father_name,village,phone,bank_account,ifsc,land_acres,cane_variety
G0500491,GANESH PATEL,GIRDHARI DUBEY,BANDOLE,986-511-9667,,MAHB0001204,0.81,CO-05011
G0500474,PHOOLCHAND LODHI,DINESH RAJPUT,KUKWADA,,092577070885,UBIN0812345,2.41,CO-0238
G0500021,Kailash Patel,DINESH SEN,KUKWADA,9859979873,2000 8062 3201,MAHB0001204,0.72,CO-05011
G0500122,SOHAN PARIHAR,SURESH KUSHWAHA,BARKHEDA (SINGHPUR),9469285071,583248928449,MAHB0001204,12.47,CO-98014
G0500369,Phulchand Yadaw,SITARAM  P,DEVNAGAR (GOTEGAON),,8913 6463 1839,PUNB0223400,5.13,CO-05011
G0500051,DEWILAL VISWAKARMA,,BANDOL,9455835865,0557 8533 5223,BARB0NARSIN,0.63,CO-98014
G0500358,BRIJMOHAN KUSHWAHA,DUBEY RAGHUVEER,DEVNAGAR (GOTEGAON),+919924727710,887150162117,BARB0NARSIN,13.00,CO-05011
G0500329,SHIVKUMAR B,PRAKASH  SEN,BARKHEDA,95307 01233,508664912115,PUNB0223400,0.98,CO-98014
G0500060,JAGDISH YADAV,HARIRAM KIRAR,CHORAKHEDA,9577925537,805081695043,UBIN0812345,14.43,COJN-86-141
G0500261,SOHAN THAKUR,Dewilal Lodhi,PIPARIA,09371036428,592802888388,UBIN0812345,8.03,COJN-86-141
G0500426, SAMPATLAL K ,BRIJMOHAN SAHU,JALLAPUR,97901 73604,4594 6186 6700,BARB0NARSIN,5.67,COJN-86-141
G0500195,MUKESH JAT,Sampatlal  J,DEVNAGAR,97796 33098,656753315046,SBIN0004512,10.38,CO-98014
G0500082,SOHAN BHARGAWA,LAKHAN  TIWARI,MEHGAON,,208217904156,BARB0NARSIN,9.60,CO-86032
G0500104,TULSIRAM B, SURESH VISHWAKARMA ,GORAKPUR,9350566863,461987698742,UBIN0812345,14.99,CO-98014
G0500096,RAGHUVEER AHIRWAR,MAHENDRA LODHI,BACHAI KALAN,9153039452,564277202186,MAHB0001204,15.63,CO-86032
G0500297,KOURAV TULSIRAM,RAGHUVEER BHARGAVA,CHEENKI,+919725881104,7855 4442 8664,PUNB0223400,0.67,CO-98014
G0500306,Kailash Dubey,GOVIND JAT,DUDHWARA,+919769186750,2422 5168 0954,MAHB0001204,2.75,CO-05011
G0500142,KANHAIYA LODHI,MADANLAL SAHU,BANDOL,09768871051,930588822525,SBIN0004512,11.07,CO-86032
G0500367,Parsram Kourav,MISHRA  PRAKASH,DEVNAGAR,9702815370,121211579091,BARB0NARSIN,17.18,CO-86032
G0500189,KAILASH RAJPUT,SITARAM TIWARI,SIGHODI,99957 63514,465375133508,UBIN0812345,5.21,CO-05011
G0500342,KANHAIYA GOUR,KANHAIYA KOURAV,CHINKI,+919270786538,698821077860,PUNB0223400,2.98,COJN-86-141
G0500114,OMPRAKASH KOURAV,LAKHAN JAT,KUKWARA,+919245774979,922480604875,BARB0NARSIN,15.83,CO-86032
G0500282,AMARSINGH PATEL,GIRDHARI MISHRA,PIPARIA,963-649-4858,684151948478,UBIN0812345,2.11,CO-05011
G0500401,BRIJMOHAN TIWARI,Sitaram Sen,BELKHERA,,,BARB0NARSIN,12.31,COJN-86-141
G0500386,NARAYAN CHOUDHARY,BABULAL P,BELKHEDA,09631888280,213232848939,SBIN0004512,2.12,COJN-86-141
G0500471,MADANLAL KOURAW,PREMLAL PATHAK,CHINKI,,,SBIN0004512,11.28,COJN-86-141
G0500487,SURESH JAT,BRIJMOHAN GOUR,DUDWARA,09419913794,250218840583,CNRB0003398,13.77,COJN-86-141
G0500310,PREMLAL THAKUR,Mahendra Parihar,GADARIYAKHEDA,9547444366,542339540540,PUNB0223400,9.78,CO-98014
G0500454,NARAYAN  K,JAGDISH  AHIRWAR,KHAMRIYA,,801460456736,SBIN0004512,1.33,CO-98014
G0500032,Omprakas  Sahu, KANHAIYA BHARGAVA ,BHALPANEE,9489010397,490673490678,SBIN0004512,2.03,COJN-86-141
G0500171, PATEL PREMLAL ,RAGHUVEER M,CHORAKHEDA,9985950040,242815214946,BARB0NARSIN,9.00,CO-05011
G0900001,RAJESH JAT,RAJESH CHOUDHARY,GORAKPUR,9007879170,841880344789,BARB0NARSIN,6.37,CO-05011
G0500144,GIRDHARI  KUSHWAHA, BHAGWAN  BHARGAVA ,SIGODHI,9654379859,661417252925,UBIN0812345,4.59,CO-86032
G0500002,GOVIND RAJPUT,MUKESH G,KUKWARA,9396245957,0268 5995 2890,BARB0NARSIN,8.49,CO-05011
G0500350,PRAKASH RAJPUT,PARIHAR TULSIRAM,CHEENKI,9307032737,339287706256,SBIN0004512,12.31,CO-86032
G0500453,GOVIND KUSHWAHA,RAJESH THAKUR,KARHAIYA,9573030339,4082 5481 6307,BARB0NARSIN,10.85,CO-86032
G0500125,SOHAN MISRA,SURESH KIRAR,GADARIYA,9848826881,155527705458,SBIN0004512,2.27,COJN-86-141
G0500055, Mukesh M , CHHOTELAL SEN ,KUKWARA,9650933002,893961005111,CNRB0003398,17.25,CO-86032
G0500092,Madanlal  Tiwari,SANTOSH  KIRAR,PIPARIA,09795251561,,PUNB0223400,4.08,CO-0238
G0500117,Chhotelal Sahu,RAMESH VISHWAKARMA,SIGODHI,+919535364504,408423515518,SBIN0004512,3.64,COJN-86-141
G0500404,Premlal Tiwari,DEVILAL  K,DUDWARA,,102894817374,CNRB0003398,2.22,CO-98014
G0500331,SAHU PHOOLCHAND,RAJPUT KANHAIYA,MURLIPAUDI,9025429107,958127312805,CNRB0003398,5.37,CO-0238
G0500328,PRAKASH  BHARGAVA, BABULAL MISHRA ,MEHGAON,9158250205,,MAHB0001204,7.13,CO-98014
G0500379,Babulal Mishra,Ramesh Mishra,GADARIYA,94499 33009,183396686502,PUNB0223400,13.31,CO-98014
G0500172,BALKISHAN CHOUDHARY,PRAKASH GOUR,BANDOLE,9247861856,2512 7287 8150,UBIN0812345,4.23,CO-0238
G0500229,RAJESH KUSHWAHA,PARSRAM C,BELKHEDA,9314467980,0113 3915 2723,BARB0NARSIN,14.50,CO-05011
G0500257,GANESH  KIRAR, BABULAL PATHAK ,CHEENKI,9978258003,968609267313,BARB0NARSIN,14.25,CO-98014
G0500075,PRAKASH BHARGAVA,SAMPATLAL  SAHU,SIGHODI,9721446627,2558 2254 5528,UBIN0812345,5.36,CO-0238
G0500116,Narayan Sen,SANTOS KIRAR,SIGHODI,9563950076,4427 9348 7923,SBIN0004512,6.73,CO-98014
G0500190,Kanhaiya Kourav,DEVILAL  GOUR,KHAMRIYA,09662624789,,SBIN0004512,10.81,CO-05011
G0500295,DUBEY PARSRAM,DINESH JAT,BANDOL,09037931147,182845679953,CNRB0003398,4.64,COJN-86-141
G0500378,PARSRAM TIWARI, BRIJMOHAN DUBEY ,KARHAIYA,09448989894,2176 4903 5829,MAHB0001204,13.82,CO-98014
G0500472, Lakhan Kirar , LAKHAN THAKUR ,DEVNAGAR (GOTEGAON),,575371031272,PUNB0223400,9.41,COJN-86-141
G0500201,DUBEY  PHOOLCHAND,RAGHUVIR BHARGAWA,MURLI PAUDI,9851007489,623172349852,SBIN0004512,0.51,CO-05011
G0500288,PRAKASH SEN,Ahirwar Ramesh,SIGODHI,952-223-5562,345235503650,SBIN0004512,15.66,CO-05011
G0500081,PHOOLCHAND AHIRWAR,PREMLAL  R,BARKHERA,9039317348,688500303843,CNRB0003398,11.70,CO-98014
G0500227,GOVIND DUBEY,,BANDOL,09532732749,8448 7108 6837,SBIN0004512,17.26,COJN-86-141
G0500302,RAGHUVEER  SEN,SURESH  KIRAR,BELKHEDA,,6853 5418 0168,BARB0NARSIN,13.43,CO-86032
G0500362,GOVIND PARIHAR,LAKHAN PATHAK,BARKHEDA,09962832883,132084395892,UBIN0812345,16.32,CO-86032
G0500181,SAMPATLAL  MISHRA,,PIPPARIYA,9525658699,883486316655,BARB0NARSIN,16.69,CO-05011
G0500377,SURESH P,,PIPPARIYA,,089011551879,CNRB0003398,4.05,CO-86032
G0500224,BALKISHAN THAKUR,SOHAN GOUR,KESALI,920-703-1291,342580851612,CNRB0003398,11.55,CO-86032
G0500238,GANESH JAT,RAGHUVEER SEN,KESLI,956-882-3702,077985581601,MAHB0001204,8.04,CO-86032
G0500213,SEN BHAGWAN,DUBEY SITARAM,DEVNAGAR,9415044300,155379795254,CNRB0003398,12.52,CO-86032
G0500473,BHAGWAN PATHAK,SITARAM MISHRA,CHINKI,09788781310,334316512447,MAHB0001204,1.71,CO-0238
G0500336,PHOOLCHAND KUSHWAHA,GANESH LODHI,BACHAI,9264000721,172671853959,PUNB0223400,3.85,CO-05011
G0500169,SURESH VISHWAKARMA,BALKISHAN CHOUDHARY,BHALPANI,9211891399,015263012285,CNRB0003398,8.47,CO-98014
